End of Epoch: 1  |  Train Loss: 0.696  |  Validation Loss: 0.693  |  Train Acc: 49.60%  |  Validation Acc: 49.76% 
End of Epoch: 23  |  Train Loss: 0.393  |  Validation Loss: 0.571  |  Train Acc: 83.47%  |  Validation Acc: 76.44% 
End of Epoch: 24  |  Train Loss: 0.386  |  Validation Loss: 0.568  |  Train Acc: 83.66%  |  Validation Acc: 75.96% 
End of Epoch: 25  |  Train Loss: 0.380  |  Validation Loss: 0.542  |  Train Acc: 84.23%  |  Validation Acc: 76.92% 
End of Epoch: 26  |  Train Loss: 0.375  |  Validation Loss: 0.566  |  Train Acc: 83.93%  |  Validation Acc: 78.12% 
End of Epoch: 27  |  Train Loss: 0.362  |  Validation Loss: 0.535  |  Train Acc: 84.71%  |  Validation Acc: 78.85% 
End of Epoch: 28  |  Train Loss: 0.362  |  Validation Loss: 0.548  |  Train Acc: 84.60%  |  Validation Acc: 78.12% 
End of Epoch: 29  |  Train Loss: 0.358  |  Validation Loss: 0.551  |  Train Acc: 85.23%  |  Validation Acc: 78.61% 
End of Epoch: 30  |  Train Loss: 0.353  |  Validation Loss: 0.555  |  Train Acc: 85.28%  |  Validation Acc: 78.37% 
End of Epoch: 31  |  Train Loss: 0.340  |  Validation Loss: 0.551  |  Train Acc: 85.67%  |  Validation Acc: 79.57% 
End of Epoch: 32  |  Train Loss: 0.339  |  Validation Loss: 0.548  |  Train Acc: 85.99%  |  Validation Acc: 80.53% 
End of Epoch: 33  |  Train Loss: 0.335  |  Validation Loss: 0.552  |  Train Acc: 86.17%  |  Validation Acc: 76.68% 
End of Epoch: 34  |  Train Loss: 0.321  |  Validation Loss: 0.598  |  Train Acc: 86.65%  |  Validation Acc: 78.85% 
End of Epoch: 35  |  Train Loss: 0.318  |  Validation Loss: 0.573  |  Train Acc: 86.98%  |  Validation Acc: 77.64% 
End of Epoch: 36  |  Train Loss: 0.311  |  Validation Loss: 0.586  |  Train Acc: 87.07%  |  Validation Acc: 78.61% 
End of Epoch: 37  |  Train Loss: 0.309  |  Validation Loss: 0.622  |  Train Acc: 87.21%  |  Validation Acc: 76.92% 
End of Epoch: 38  |  Train Loss: 0.302  |  Validation Loss: 0.608  |  Train Acc: 87.38%  |  Validation Acc: 76.92% 
End of Epoch: 39  |  Train Loss: 0.294  |  Validation Loss: 0.654  |  Train Acc: 87.76%  |  Validation Acc: 73.56% 
End of Epoch: 40  |  Train Loss: 0.298  |  Validation Loss: 0.638  |  Train Acc: 88.09%  |  Validation Acc: 75.72% 
End of Epoch: 41  |  Train Loss: 0.292  |  Validation Loss: 0.615  |  Train Acc: 88.03%  |  Validation Acc: 77.16% 
End of Epoch: 42  |  Train Loss: 0.288  |  Validation Loss: 0.662  |  Train Acc: 87.80%  |  Validation Acc: 74.52% 
End of Epoch: 43  |  Train Loss: 0.279  |  Validation Loss: 0.653  |  Train Acc: 88.28%  |  Validation Acc: 75.48% 
End of Epoch: 44  |  Train Loss: 0.283  |  Validation Loss: 0.658  |  Train Acc: 88.44%  |  Validation Acc: 75.00% 
End of Epoch: 45  |  Train Loss: 0.279  |  Validation Loss: 0.730  |  Train Acc: 88.53%  |  Validation Acc: 71.63% 
End of Epoch: 46  |  Train Loss: 0.266  |  Validation Loss: 0.711  |  Train Acc: 88.99%  |  Validation Acc: 76.44% 
End of Epoch: 47  |  Train Loss: 0.271  |  Validation Loss: 0.748  |  Train Acc: 88.91%  |  Validation Acc: 74.04% 
End of Epoch: 48  |  Train Loss: 0.259  |  Validation Loss: 0.722  |  Train Acc: 89.57%  |  Validation Acc: 76.68% 
End of Epoch: 49  |  Train Loss: 0.262  |  Validation Loss: 0.766  |  Train Acc: 89.14%  |  Validation Acc: 74.52% 
End of Epoch: 50  |  Train Loss: 0.254  |  Validation Loss: 0.735  |  Train Acc: 89.63%  |  Validation Acc: 75.72% 
Test AUC score: 0.796
SpearmanrResult(correlation=0.5126686744308524, pvalue=2.7840618734572494e-108)
