End of Epoch: 1  |  Train Loss: 0.694  |  Validation Loss: 0.695  |  Train Acc: 50.56%  |  Validation Acc: 49.28% 
End of Epoch: 17  |  Train Loss: 0.534  |  Validation Loss: 0.566  |  Train Acc: 75.12%  |  Validation Acc: 73.56% 
End of Epoch: 18  |  Train Loss: 0.530  |  Validation Loss: 0.562  |  Train Acc: 75.32%  |  Validation Acc: 74.28% 
End of Epoch: 19  |  Train Loss: 0.517  |  Validation Loss: 0.564  |  Train Acc: 76.29%  |  Validation Acc: 73.80% 
End of Epoch: 20  |  Train Loss: 0.506  |  Validation Loss: 0.562  |  Train Acc: 76.77%  |  Validation Acc: 74.52% 
End of Epoch: 21  |  Train Loss: 0.501  |  Validation Loss: 0.561  |  Train Acc: 77.24%  |  Validation Acc: 74.76% 
End of Epoch: 22  |  Train Loss: 0.496  |  Validation Loss: 0.559  |  Train Acc: 77.61%  |  Validation Acc: 76.20% 
End of Epoch: 23  |  Train Loss: 0.488  |  Validation Loss: 0.553  |  Train Acc: 78.20%  |  Validation Acc: 75.72% 
End of Epoch: 24  |  Train Loss: 0.484  |  Validation Loss: 0.556  |  Train Acc: 78.52%  |  Validation Acc: 75.96% 
End of Epoch: 25  |  Train Loss: 0.479  |  Validation Loss: 0.559  |  Train Acc: 78.84%  |  Validation Acc: 76.92% 
End of Epoch: 26  |  Train Loss: 0.478  |  Validation Loss: 0.551  |  Train Acc: 78.79%  |  Validation Acc: 75.96% 
End of Epoch: 27  |  Train Loss: 0.473  |  Validation Loss: 0.544  |  Train Acc: 79.13%  |  Validation Acc: 75.96% 
End of Epoch: 28  |  Train Loss: 0.469  |  Validation Loss: 0.547  |  Train Acc: 79.25%  |  Validation Acc: 77.16% 
End of Epoch: 29  |  Train Loss: 0.464  |  Validation Loss: 0.540  |  Train Acc: 79.50%  |  Validation Acc: 77.40% 
End of Epoch: 30  |  Train Loss: 0.464  |  Validation Loss: 0.537  |  Train Acc: 79.45%  |  Validation Acc: 77.64% 
End of Epoch: 31  |  Train Loss: 0.455  |  Validation Loss: 0.533  |  Train Acc: 79.61%  |  Validation Acc: 78.37% 
End of Epoch: 32  |  Train Loss: 0.445  |  Validation Loss: 0.531  |  Train Acc: 80.65%  |  Validation Acc: 78.61% 
End of Epoch: 33  |  Train Loss: 0.444  |  Validation Loss: 0.530  |  Train Acc: 80.66%  |  Validation Acc: 78.61% 
End of Epoch: 34  |  Train Loss: 0.440  |  Validation Loss: 0.527  |  Train Acc: 80.94%  |  Validation Acc: 80.05% 
End of Epoch: 35  |  Train Loss: 0.444  |  Validation Loss: 0.527  |  Train Acc: 81.04%  |  Validation Acc: 78.61% 
End of Epoch: 36  |  Train Loss: 0.440  |  Validation Loss: 0.524  |  Train Acc: 81.45%  |  Validation Acc: 79.09% 
End of Epoch: 37  |  Train Loss: 0.433  |  Validation Loss: 0.521  |  Train Acc: 81.48%  |  Validation Acc: 79.33% 
End of Epoch: 38  |  Train Loss: 0.427  |  Validation Loss: 0.524  |  Train Acc: 81.60%  |  Validation Acc: 78.61% 
End of Epoch: 39  |  Train Loss: 0.430  |  Validation Loss: 0.532  |  Train Acc: 81.79%  |  Validation Acc: 78.85% 
End of Epoch: 40  |  Train Loss: 0.423  |  Validation Loss: 0.536  |  Train Acc: 81.74%  |  Validation Acc: 79.57% 
End of Epoch: 41  |  Train Loss: 0.428  |  Validation Loss: 0.524  |  Train Acc: 82.00%  |  Validation Acc: 78.37% 
End of Epoch: 42  |  Train Loss: 0.418  |  Validation Loss: 0.526  |  Train Acc: 82.12%  |  Validation Acc: 78.61% 
End of Epoch: 43  |  Train Loss: 0.411  |  Validation Loss: 0.519  |  Train Acc: 82.62%  |  Validation Acc: 77.88% 
End of Epoch: 44  |  Train Loss: 0.410  |  Validation Loss: 0.532  |  Train Acc: 82.57%  |  Validation Acc: 78.61% 
End of Epoch: 45  |  Train Loss: 0.407  |  Validation Loss: 0.531  |  Train Acc: 82.74%  |  Validation Acc: 78.61% 
End of Epoch: 46  |  Train Loss: 0.410  |  Validation Loss: 0.529  |  Train Acc: 82.61%  |  Validation Acc: 79.33% 
End of Epoch: 47  |  Train Loss: 0.404  |  Validation Loss: 0.535  |  Train Acc: 83.07%  |  Validation Acc: 80.05% 
End of Epoch: 48  |  Train Loss: 0.395  |  Validation Loss: 0.529  |  Train Acc: 83.51%  |  Validation Acc: 78.37% 
End of Epoch: 49  |  Train Loss: 0.398  |  Validation Loss: 0.525  |  Train Acc: 82.93%  |  Validation Acc: 78.85% 
End of Epoch: 50  |  Train Loss: 0.388  |  Validation Loss: 0.539  |  Train Acc: 83.85%  |  Validation Acc: 78.61% 
Test AUC score: 0.824
SpearmanrResult(correlation=0.5604005080218503, pvalue=2.1845894459723354e-133)
